Level1,Level2,Level3,Level4,Level5,Count
MUREXFO,FO,FOD EUROPE,Contract Id,7330539,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330538,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330537,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330536,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330535,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330534,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330533,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330532,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330531,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330530,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330529,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330528,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330527,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330526,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330523,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330522,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330521,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330520,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330519,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330518,1
MUREXFO,FO,FOD EUROPE,Portfolio,UT_CLSIO,108
MUREXFO,FO,FOD EUROPE,Typology,Outright,20
MUREXFO,FO,FOD EUROPE,Flow Currency,GBP,12
MUREXFO,FO,FOD EUROPE,Contract Id,7330517,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330516,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330515,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330514,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330513,1
MUREXFO,FO,FOD EUROPE,Flow Currency,SGD,14
MUREXFO,FO,FOD EUROPE,Contract Id,7330512,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330511,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330510,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330509,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330508,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330507,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330506,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330505,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330504,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330503,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330502,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330501,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330500,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330499,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330498,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330497,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330496,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330495,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330494,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330493,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330492,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330491,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330488,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330487,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330486,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330485,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330484,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330483,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330480,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330479,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330478,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330477,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330474,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330473,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330472,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330471,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330470,1
MUREXFO,FO,FOD EUROPE,Portfolio,LOFXSP_TRAD2_UT,109
MUREXFO,FO,FOD EUROPE,Contract Id,7330467,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330466,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330465,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330464,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330463,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330462,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330461,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330460,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330459,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330458,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330457,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330456,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330455,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330454,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330453,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330452,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330451,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330450,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330449,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330448,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330447,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330446,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330445,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330444,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330443,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330442,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330441,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330440,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330439,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330438,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330437,1
MUREXFO,FO,FOD EUROPE,Portfolio,HKFX_WASH_UT,73
MUREXFO,FO,FOD EUROPE,Contract Id,7330436,1
MUREXFO,FO,FOD EUROPE,Typology,FX Swap,10
MUREXFO,FO,FOD EUROPE,Contract Id,7330435,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330430,1
MUREXFO,FO,FOD EUROPE,Portfolio,HKFXSP_TRAD2_UT,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330429,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330428,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330427,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330426,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330425,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330424,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330423,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330422,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330421,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330420,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330419,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330418,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330417,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330416,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330415,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330414,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330413,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330412,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330411,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330410,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330409,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330408,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330407,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330406,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330405,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330404,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330403,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330402,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330401,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330400,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330399,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330398,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330397,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330396,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330395,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330394,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330391,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330390,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330389,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330388,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330387,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330386,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330385,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330384,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330383,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330382,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330381,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330380,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330379,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330378,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330377,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330376,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330375,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330374,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330371,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330370,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330369,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330368,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330367,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330366,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330365,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330364,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330363,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330362,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330359,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330358,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330357,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330356,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330355,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330352,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330351,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330350,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330349,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330348,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330347,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330346,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330345,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330344,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330343,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330342,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330341,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330340,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330339,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330336,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330335,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330332,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330331,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330330,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330329,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330328,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330327,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330326,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330325,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330322,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330321,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330320,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330319,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330318,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330317,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330314,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330313,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330312,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330311,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330310,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330309,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330308,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330307,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330306,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330305,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330304,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330303,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330302,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330301,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330300,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330299,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330298,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330297,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330296,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330295,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330294,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330293,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330292,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330291,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330290,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330289,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330288,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330287,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330286,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330285,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330284,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330283,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330282,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330281,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330278,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330277,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330276,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330275,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330274,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330273,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330272,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330271,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330270,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330269,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330268,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330267,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330266,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330265,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330264,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330263,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330262,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330261,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330260,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330259,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330258,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330257,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330254,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330253,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330252,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330251,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330250,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330249,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330248,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330247,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330246,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330243,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330242,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330241,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330240,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330239,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330238,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330235,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330234,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330233,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330232,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330231,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330230,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330229,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330228,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330227,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330226,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330225,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330224,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330223,1
MUREXFO,FO,FOD EUROPE,Portfolio,NYFXSP_REVAL_UT,23
MUREXFO,FO,FOD EUROPE,Entity,NA_USD,789
MUREXFO,FO,FOD EUROPE,Contract Id,7330222,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330220,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330218,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330216,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330214,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330212,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330210,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330208,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330206,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330204,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330202,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330200,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330198,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330196,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330194,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330192,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330190,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330188,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330186,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330184,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330182,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330180,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330178,1
MUREXFO,FO,FOD EUROPE,Portfolio,NYFXSP_TRAD2_UT,49
MUREXFO,FO,FOD EUROPE,Contract Id,7330176,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330175,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330174,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330173,1
MUREXFO,FO,FOD EUROPE,Portfolio,NYFXSP_TRAD1_UT,20
MUREXFO,FO,FOD EUROPE,Contract Id,7330172,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330171,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330170,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330169,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330168,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330167,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330166,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330165,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330164,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330163,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330162,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330161,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330160,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330159,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330158,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330157,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330156,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330155,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330154,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330153,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330152,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330151,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330150,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330149,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330148,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330147,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330146,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330145,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330144,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330143,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330142,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330141,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330140,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330139,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330138,1
